cancer	id.cancer	sex	year	deaths
Bladder	C67	Female	1955	442
Bladder	C67	Female	1956	465
Bladder	C67	Female	1957	867
Bladder	C67	Female	1958	2496
Bladder	C67	Female	1959	1660
Bladder	C67	Female	1960	1668
Bladder	C67	Female	1961	1685
Bladder	C67	Female	1962	4241
Bladder	C67	Female	1963	4281
Bladder	C67	Female	1964	4253
Bladder	C67	Female	1965	4534
Bladder	C67	Female	1966	4566
Bladder	C67	Female	1967	4845
Bladder	C67	Female	1968	6759
Bladder	C67	Female	1969	7511
Bladder	C67	Female	1970	8193
Bladder	C67	Female	1971	8307
Bladder	C67	Female	1972	8330
Bladder	C67	Female	1973	8543
Bladder	C67	Female	1974	8881
Bladder	C67	Female	1975	8844
Bladder	C67	Female	1976	10878
Bladder	C67	Female	1977	9405
Bladder	C67	Female	1978	6463
Bladder	C67	Female	1979	10169
Bladder	C67	Female	1980	12603
Bladder	C67	Female	1981	12886
Bladder	C67	Female	1982	13171
Bladder	C67	Female	1983	13479
Bladder	C67	Female	1984	13678
Bladder	C67	Female	1985	14163
Bladder	C67	Female	1986	14558
Bladder	C67	Female	1987	15110
Bladder	C67	Female	1988	15439
Bladder	C67	Female	1989	15865
Bladder	C67	Female	1990	16432
Bladder	C67	Female	1991	16548
Bladder	C67	Female	1992	16980
Bladder	C67	Female	1993	17601
Bladder	C67	Female	1994	17826
Bladder	C67	Female	1995	17790
Bladder	C67	Female	1996	18247
Bladder	C67	Female	1997	18407
Bladder	C67	Female	1998	17977
Bladder	C67	Female	1999	20290
Bladder	C67	Female	2000	20998
Bladder	C67	Female	2001	20708
Bladder	C67	Female	2002	21118
Bladder	C67	Female	2003	21258
Bladder	C67	Female	2004	20066
Bladder	C67	Female	2005	20540
Bladder	C67	Female	2006	22000
Bladder	C67	Female	2007	22583
Bladder	C67	Female	2008	23074
Bladder	C67	Female	2009	22867
Bladder	C67	Female	2010	23032
Bladder	C67	Male	1955	878
Bladder	C67	Male	1956	990
Bladder	C67	Male	1957	2201
Bladder	C67	Male	1958	5875
Bladder	C67	Male	1959	3901
Bladder	C67	Male	1960	4141
Bladder	C67	Male	1961	4236
Bladder	C67	Male	1962	10078
Bladder	C67	Male	1963	10195
Bladder	C67	Male	1964	10170
Bladder	C67	Male	1965	10634
Bladder	C67	Male	1966	11523
Bladder	C67	Male	1967	11821
Bladder	C67	Male	1968	17381
Bladder	C67	Male	1969	19739
Bladder	C67	Male	1970	21633
Bladder	C67	Male	1971	22207
Bladder	C67	Male	1972	22285
Bladder	C67	Male	1973	22824
Bladder	C67	Male	1974	23222
Bladder	C67	Male	1975	23676
Bladder	C67	Male	1976	28828
Bladder	C67	Male	1977	25240
Bladder	C67	Male	1978	19049
Bladder	C67	Male	1979	28135
Bladder	C67	Male	1980	33778
Bladder	C67	Male	1981	34519
Bladder	C67	Male	1982	35999
Bladder	C67	Male	1983	36489
Bladder	C67	Male	1984	36708
Bladder	C67	Male	1985	38409
Bladder	C67	Male	1986	38682
Bladder	C67	Male	1987	40350
Bladder	C67	Male	1988	40984
Bladder	C67	Male	1989	41650
Bladder	C67	Male	1990	42313
Bladder	C67	Male	1991	43508
Bladder	C67	Male	1992	43895
Bladder	C67	Male	1993	45474
Bladder	C67	Male	1994	46153
Bladder	C67	Male	1995	45757
Bladder	C67	Male	1996	46212
Bladder	C67	Male	1997	44716
Bladder	C67	Male	1998	45397
Bladder	C67	Male	1999	54072
Bladder	C67	Male	2000	55764
Bladder	C67	Male	2001	55120
Bladder	C67	Male	2002	56381
Bladder	C67	Male	2003	57935
Bladder	C67	Male	2004	52933
Bladder	C67	Male	2005	54941
Bladder	C67	Male	2006	60296
Bladder	C67	Male	2007	61992
Bladder	C67	Male	2008	62721
Bladder	C67	Male	2009	63487
Bladder	C67	Male	2010	64711
Brain, central nervous system	C70-72	Female	1955	5011
Brain, central nervous system	C70-72	Female	1956	4604
Brain, central nervous system	C70-72	Female	1957	4721
Brain, central nervous system	C70-72	Female	1958	5710
Brain, central nervous system	C70-72	Female	1959	6020
Brain, central nervous system	C70-72	Female	1960	6111
Brain, central nervous system	C70-72	Female	1961	6580
Brain, central nervous system	C70-72	Female	1962	6706
Brain, central nervous system	C70-72	Female	1963	6219
Brain, central nervous system	C70-72	Female	1964	6099
Brain, central nervous system	C70-72	Female	1965	6403
Brain, central nervous system	C70-72	Female	1966	7057
Brain, central nervous system	C70-72	Female	1967	7799
Brain, central nervous system	C70-72	Female	1968	4598
Brain, central nervous system	C70-72	Female	1969	4815
Brain, central nervous system	C70-72	Female	1970	5529
Brain, central nervous system	C70-72	Female	1971	5952
Brain, central nervous system	C70-72	Female	1972	5768
Brain, central nervous system	C70-72	Female	1973	5478
Brain, central nervous system	C70-72	Female	1974	6325
Brain, central nervous system	C70-72	Female	1975	6403
Brain, central nervous system	C70-72	Female	1976	7747
Brain, central nervous system	C70-72	Female	1977	7018
Brain, central nervous system	C70-72	Female	1978	7276
Brain, central nervous system	C70-72	Female	1979	11339
Brain, central nervous system	C70-72	Female	1980	11714
Brain, central nervous system	C70-72	Female	1981	12028
Brain, central nervous system	C70-72	Female	1982	12276
Brain, central nervous system	C70-72	Female	1983	14008
Brain, central nervous system	C70-72	Female	1984	14617
Brain, central nervous system	C70-72	Female	1985	14214
Brain, central nervous system	C70-72	Female	1986	15002
Brain, central nervous system	C70-72	Female	1987	15854
Brain, central nervous system	C70-72	Female	1988	15695
Brain, central nervous system	C70-72	Female	1989	15929
Brain, central nervous system	C70-72	Female	1990	16334
Brain, central nervous system	C70-72	Female	1991	17210
Brain, central nervous system	C70-72	Female	1992	18137
Brain, central nervous system	C70-72	Female	1993	17979
Brain, central nervous system	C70-72	Female	1994	18861
Brain, central nervous system	C70-72	Female	1995	19256
Brain, central nervous system	C70-72	Female	1996	21973
Brain, central nervous system	C70-72	Female	1997	23400
Brain, central nervous system	C70-72	Female	1998	24920
Brain, central nervous system	C70-72	Female	1999	29093
Brain, central nervous system	C70-72	Female	2000	31337
Brain, central nervous system	C70-72	Female	2001	31424
Brain, central nervous system	C70-72	Female	2002	33348
Brain, central nervous system	C70-72	Female	2003	33781
Brain, central nervous system	C70-72	Female	2004	32254
Brain, central nervous system	C70-72	Female	2005	33249
Brain, central nervous system	C70-72	Female	2006	35788
Brain, central nervous system	C70-72	Female	2007	35935
Brain, central nervous system	C70-72	Female	2008	37247
Brain, central nervous system	C70-72	Female	2009	37778
Brain, central nervous system	C70-72	Female	2010	38084
Brain, central nervous system	C70-72	Male	1955	6995
Brain, central nervous system	C70-72	Male	1956	6599
Brain, central nervous system	C70-72	Male	1957	6630
Brain, central nervous system	C70-72	Male	1958	7969
Brain, central nervous system	C70-72	Male	1959	8289
Brain, central nervous system	C70-72	Male	1960	8830
Brain, central nervous system	C70-72	Male	1961	8902
Brain, central nervous system	C70-72	Male	1962	9316
Brain, central nervous system	C70-72	Male	1963	8388
Brain, central nervous system	C70-72	Male	1964	8634
Brain, central nervous system	C70-72	Male	1965	8817
Brain, central nervous system	C70-72	Male	1966	9608
Brain, central nervous system	C70-72	Male	1967	11046
Brain, central nervous system	C70-72	Male	1968	6239
Brain, central nervous system	C70-72	Male	1969	6525
Brain, central nervous system	C70-72	Male	1970	7385
Brain, central nervous system	C70-72	Male	1971	8210
Brain, central nervous system	C70-72	Male	1972	7774
Brain, central nervous system	C70-72	Male	1973	7267
Brain, central nervous system	C70-72	Male	1974	8662
Brain, central nervous system	C70-72	Male	1975	8608
Brain, central nervous system	C70-72	Male	1976	9886
Brain, central nervous system	C70-72	Male	1977	9174
Brain, central nervous system	C70-72	Male	1978	9801
Brain, central nervous system	C70-72	Male	1979	14728
Brain, central nervous system	C70-72	Male	1980	15237
Brain, central nervous system	C70-72	Male	1981	15464
Brain, central nervous system	C70-72	Male	1982	15687
Brain, central nervous system	C70-72	Male	1983	17761
Brain, central nervous system	C70-72	Male	1984	18151
Brain, central nervous system	C70-72	Male	1985	17896
Brain, central nervous system	C70-72	Male	1986	18847
Brain, central nervous system	C70-72	Male	1987	19609
Brain, central nervous system	C70-72	Male	1988	19592
Brain, central nervous system	C70-72	Male	1989	19398
Brain, central nervous system	C70-72	Male	1990	20294
Brain, central nervous system	C70-72	Male	1991	20827
Brain, central nervous system	C70-72	Male	1992	21943
Brain, central nervous system	C70-72	Male	1993	22073
Brain, central nervous system	C70-72	Male	1994	22961
Brain, central nervous system	C70-72	Male	1995	23611
Brain, central nervous system	C70-72	Male	1996	26568
Brain, central nervous system	C70-72	Male	1997	28538
Brain, central nervous system	C70-72	Male	1998	30570
Brain, central nervous system	C70-72	Male	1999	35634
Brain, central nervous system	C70-72	Male	2000	38103
Brain, central nervous system	C70-72	Male	2001	38388
Brain, central nervous system	C70-72	Male	2002	39883
Brain, central nervous system	C70-72	Male	2003	40563
Brain, central nervous system	C70-72	Male	2004	39013
Brain, central nervous system	C70-72	Male	2005	39699
Brain, central nervous system	C70-72	Male	2006	42638
Brain, central nervous system	C70-72	Male	2007	42853
Brain, central nervous system	C70-72	Male	2008	44700
Brain, central nervous system	C70-72	Male	2009	45359
Brain, central nervous system	C70-72	Male	2010	45768
Breast	C50	Female	1950	37772
Breast	C50	Female	1951	40173
Breast	C50	Female	1952	47511
Breast	C50	Female	1953	49524
Breast	C50	Female	1954	52309
Breast	C50	Female	1955	57136
Breast	C50	Female	1956	58574
Breast	C50	Female	1957	59654
Breast	C50	Female	1958	60591
Breast	C50	Female	1959	62601
Breast	C50	Female	1960	65122
Breast	C50	Female	1961	66686
Breast	C50	Female	1962	68232
Breast	C50	Female	1963	71977
Breast	C50	Female	1964	74453
Breast	C50	Female	1965	75710
Breast	C50	Female	1966	79225
Breast	C50	Female	1967	82040
Breast	C50	Female	1968	84961
Breast	C50	Female	1969	87945
Breast	C50	Female	1970	88696
Breast	C50	Female	1971	89363
Breast	C50	Female	1972	92786
Breast	C50	Female	1973	107530
Breast	C50	Female	1974	109513
Breast	C50	Female	1975	112074
Breast	C50	Female	1976	114874
Breast	C50	Female	1977	120349
Breast	C50	Female	1978	121253
Breast	C50	Female	1979	110059
Breast	C50	Female	1980	139076
Breast	C50	Female	1981	151684
Breast	C50	Female	1982	158807
Breast	C50	Female	1983	152639
Breast	C50	Female	1984	157920
Breast	C50	Female	1985	173452
Breast	C50	Female	1986	180111
Breast	C50	Female	1987	186400
Breast	C50	Female	1988	190671
Breast	C50	Female	1989	195580
Breast	C50	Female	1990	197883
Breast	C50	Female	1991	201033
Breast	C50	Female	1992	203393
Breast	C50	Female	1993	209294
Breast	C50	Female	1994	213768
Breast	C50	Female	1995	215086
Breast	C50	Female	1996	216088
Breast	C50	Female	1997	211942
Breast	C50	Female	1998	214335
Breast	C50	Female	1999	221520
Breast	C50	Female	2000	225799
Breast	C50	Female	2001	222284
Breast	C50	Female	2002	225168
Breast	C50	Female	2003	227651
Breast	C50	Female	2004	211591
Breast	C50	Female	2005	209692
Breast	C50	Female	2006	224397
Breast	C50	Female	2007	225890
Breast	C50	Female	2008	234600
Breast	C50	Female	2009	231456
Breast	C50	Female	2010	230805
Gallbladder	C23-24	Female	1955	510
Gallbladder	C23-24	Female	1956	537
Gallbladder	C23-24	Female	1957	562
Gallbladder	C23-24	Female	1958	1985
Gallbladder	C23-24	Female	1959	2071
Gallbladder	C23-24	Female	1960	2168
Gallbladder	C23-24	Female	1961	2440
Gallbladder	C23-24	Female	1962	5357
Gallbladder	C23-24	Female	1963	5503
Gallbladder	C23-24	Female	1964	5626
Gallbladder	C23-24	Female	1965	5707
Gallbladder	C23-24	Female	1966	6270
Gallbladder	C23-24	Female	1967	6381
Gallbladder	C23-24	Female	1968	8385
Gallbladder	C23-24	Female	1969	10006
Gallbladder	C23-24	Female	1970	12281
Gallbladder	C23-24	Female	1971	12652
Gallbladder	C23-24	Female	1972	12107
Gallbladder	C23-24	Female	1973	12368
Gallbladder	C23-24	Female	1974	12647
Gallbladder	C23-24	Female	1975	12321
Gallbladder	C23-24	Female	1976	17973
Gallbladder	C23-24	Female	1977	13577
Gallbladder	C23-24	Female	1978	11325
Gallbladder	C23-24	Female	1979	14251
Gallbladder	C23-24	Female	1980	14903
Gallbladder	C23-24	Female	1981	15119
Gallbladder	C23-24	Female	1982	15583
Gallbladder	C23-24	Female	1983	20125
Gallbladder	C23-24	Female	1984	20913
Gallbladder	C23-24	Female	1985	21716
Gallbladder	C23-24	Female	1986	22934
Gallbladder	C23-24	Female	1987	23155
Gallbladder	C23-24	Female	1988	23099
Gallbladder	C23-24	Female	1989	23252
Gallbladder	C23-24	Female	1990	22777
Gallbladder	C23-24	Female	1991	23601
Gallbladder	C23-24	Female	1992	23011
Gallbladder	C23-24	Female	1993	23149
Gallbladder	C23-24	Female	1994	23447
Gallbladder	C23-24	Female	1995	23294
Gallbladder	C23-24	Female	1996	24987
Gallbladder	C23-24	Female	1997	28117
Gallbladder	C23-24	Female	1998	29695
Gallbladder	C23-24	Female	1999	31511
Gallbladder	C23-24	Female	2000	32095
Gallbladder	C23-24	Female	2001	32005
Gallbladder	C23-24	Female	2002	32308
Gallbladder	C23-24	Female	2003	32521
Gallbladder	C23-24	Female	2004	30263
Gallbladder	C23-24	Female	2005	29878
Gallbladder	C23-24	Female	2006	31938
Gallbladder	C23-24	Female	2007	31471
Gallbladder	C23-24	Female	2008	31235
Gallbladder	C23-24	Female	2009	31060
Gallbladder	C23-24	Female	2010	31221
Gallbladder	C23-24	Male	1955	216
Gallbladder	C23-24	Male	1956	181
Gallbladder	C23-24	Male	1957	476
Gallbladder	C23-24	Male	1958	1171
Gallbladder	C23-24	Male	1959	1242
Gallbladder	C23-24	Male	1960	1332
Gallbladder	C23-24	Male	1961	1371
Gallbladder	C23-24	Male	1962	2892
Gallbladder	C23-24	Male	1963	3004
Gallbladder	C23-24	Male	1964	3208
Gallbladder	C23-24	Male	1965	3364
Gallbladder	C23-24	Male	1966	3477
Gallbladder	C23-24	Male	1967	3547
Gallbladder	C23-24	Male	1968	4848
Gallbladder	C23-24	Male	1969	5552
Gallbladder	C23-24	Male	1970	6154
Gallbladder	C23-24	Male	1971	6444
Gallbladder	C23-24	Male	1972	6439
Gallbladder	C23-24	Male	1973	6625
Gallbladder	C23-24	Male	1974	6648
Gallbladder	C23-24	Male	1975	6651
Gallbladder	C23-24	Male	1976	8578
Gallbladder	C23-24	Male	1977	7361
Gallbladder	C23-24	Male	1978	5987
Gallbladder	C23-24	Male	1979	7759
Gallbladder	C23-24	Male	1980	8180
Gallbladder	C23-24	Male	1981	8466
Gallbladder	C23-24	Male	1982	8650
Gallbladder	C23-24	Male	1983	10372
Gallbladder	C23-24	Male	1984	10498
Gallbladder	C23-24	Male	1985	11330
Gallbladder	C23-24	Male	1986	11970
Gallbladder	C23-24	Male	1987	12534
Gallbladder	C23-24	Male	1988	12287
Gallbladder	C23-24	Male	1989	12640
Gallbladder	C23-24	Male	1990	12505
Gallbladder	C23-24	Male	1991	13180
Gallbladder	C23-24	Male	1992	13372
Gallbladder	C23-24	Male	1993	13236
Gallbladder	C23-24	Male	1994	13604
Gallbladder	C23-24	Male	1995	14933
Gallbladder	C23-24	Male	1996	15707
Gallbladder	C23-24	Male	1997	17294
Gallbladder	C23-24	Male	1998	18032
Gallbladder	C23-24	Male	1999	19268
Gallbladder	C23-24	Male	2000	19805
Gallbladder	C23-24	Male	2001	19605
Gallbladder	C23-24	Male	2002	20688
Gallbladder	C23-24	Male	2003	21650
Gallbladder	C23-24	Male	2004	20247
Gallbladder	C23-24	Male	2005	20467
Gallbladder	C23-24	Male	2006	21863
Gallbladder	C23-24	Male	2007	20899
Gallbladder	C23-24	Male	2008	21318
Gallbladder	C23-24	Male	2009	21822
Gallbladder	C23-24	Male	2010	21784
Hodgkin lymphoma	C81	Female	1955	2947
Hodgkin lymphoma	C81	Female	1956	2793
Hodgkin lymphoma	C81	Female	1957	2781
Hodgkin lymphoma	C81	Female	1958	3259
Hodgkin lymphoma	C81	Female	1959	3263
Hodgkin lymphoma	C81	Female	1960	3464
Hodgkin lymphoma	C81	Female	1961	3381
Hodgkin lymphoma	C81	Female	1962	3460
Hodgkin lymphoma	C81	Female	1963	3267
Hodgkin lymphoma	C81	Female	1964	3826
Hodgkin lymphoma	C81	Female	1965	3921
Hodgkin lymphoma	C81	Female	1966	3608
Hodgkin lymphoma	C81	Female	1967	4025
Hodgkin lymphoma	C81	Female	1968	3904
Hodgkin lymphoma	C81	Female	1969	3763
Hodgkin lymphoma	C81	Female	1970	3820
Hodgkin lymphoma	C81	Female	1971	3820
Hodgkin lymphoma	C81	Female	1972	3693
Hodgkin lymphoma	C81	Female	1973	3616
Hodgkin lymphoma	C81	Female	1974	2415
Hodgkin lymphoma	C81	Female	1975	3266
Hodgkin lymphoma	C81	Female	1976	3369
Hodgkin lymphoma	C81	Female	1977	2816
Hodgkin lymphoma	C81	Female	1978	2219
Hodgkin lymphoma	C81	Female	1979	2755
Hodgkin lymphoma	C81	Female	1980	3545
Hodgkin lymphoma	C81	Female	1981	3608
Hodgkin lymphoma	C81	Female	1982	3292
Hodgkin lymphoma	C81	Female	1983	3250
Hodgkin lymphoma	C81	Female	1984	3124
Hodgkin lymphoma	C81	Female	1985	3042
Hodgkin lymphoma	C81	Female	1986	3075
Hodgkin lymphoma	C81	Female	1987	2935
Hodgkin lymphoma	C81	Female	1988	2890
Hodgkin lymphoma	C81	Female	1989	2924
Hodgkin lymphoma	C81	Female	1990	2757
Hodgkin lymphoma	C81	Female	1991	2830
Hodgkin lymphoma	C81	Female	1992	2766
Hodgkin lymphoma	C81	Female	1993	2918
Hodgkin lymphoma	C81	Female	1994	2569
Hodgkin lymphoma	C81	Female	1995	2602
Hodgkin lymphoma	C81	Female	1996	2719
Hodgkin lymphoma	C81	Female	1997	2720
Hodgkin lymphoma	C81	Female	1998	2696
Hodgkin lymphoma	C81	Female	1999	2984
Hodgkin lymphoma	C81	Female	2000	2964
Hodgkin lymphoma	C81	Female	2001	2923
Hodgkin lymphoma	C81	Female	2002	2822
Hodgkin lymphoma	C81	Female	2003	2893
Hodgkin lymphoma	C81	Female	2004	2685
Hodgkin lymphoma	C81	Female	2005	2597
Hodgkin lymphoma	C81	Female	2006	2800
Hodgkin lymphoma	C81	Female	2007	2804
Hodgkin lymphoma	C81	Female	2008	2774
Hodgkin lymphoma	C81	Female	2009	2742
Hodgkin lymphoma	C81	Female	2010	2710
Hodgkin lymphoma	C81	Male	1955	4744
Hodgkin lymphoma	C81	Male	1956	4323
Hodgkin lymphoma	C81	Male	1957	4478
Hodgkin lymphoma	C81	Male	1958	4965
Hodgkin lymphoma	C81	Male	1959	5347
Hodgkin lymphoma	C81	Male	1960	5367
Hodgkin lymphoma	C81	Male	1961	5710
Hodgkin lymphoma	C81	Male	1962	5780
Hodgkin lymphoma	C81	Male	1963	5260
Hodgkin lymphoma	C81	Male	1964	6196
Hodgkin lymphoma	C81	Male	1965	6233
Hodgkin lymphoma	C81	Male	1966	5764
Hodgkin lymphoma	C81	Male	1967	6418
Hodgkin lymphoma	C81	Male	1968	5975
Hodgkin lymphoma	C81	Male	1969	5922
Hodgkin lymphoma	C81	Male	1970	6071
Hodgkin lymphoma	C81	Male	1971	6100
Hodgkin lymphoma	C81	Male	1972	5640
Hodgkin lymphoma	C81	Male	1973	5574
Hodgkin lymphoma	C81	Male	1974	3719
Hodgkin lymphoma	C81	Male	1975	5011
Hodgkin lymphoma	C81	Male	1976	4918
Hodgkin lymphoma	C81	Male	1977	4331
Hodgkin lymphoma	C81	Male	1978	3392
Hodgkin lymphoma	C81	Male	1979	4137
Hodgkin lymphoma	C81	Male	1980	5171
Hodgkin lymphoma	C81	Male	1981	5069
Hodgkin lymphoma	C81	Male	1982	4778
Hodgkin lymphoma	C81	Male	1983	4733
Hodgkin lymphoma	C81	Male	1984	4741
Hodgkin lymphoma	C81	Male	1985	4440
Hodgkin lymphoma	C81	Male	1986	4601
Hodgkin lymphoma	C81	Male	1987	4388
Hodgkin lymphoma	C81	Male	1988	4108
Hodgkin lymphoma	C81	Male	1989	4151
Hodgkin lymphoma	C81	Male	1990	3924
Hodgkin lymphoma	C81	Male	1991	3843
Hodgkin lymphoma	C81	Male	1992	3864
Hodgkin lymphoma	C81	Male	1993	3888
Hodgkin lymphoma	C81	Male	1994	3376
Hodgkin lymphoma	C81	Male	1995	3432
Hodgkin lymphoma	C81	Male	1996	3650
Hodgkin lymphoma	C81	Male	1997	3591
Hodgkin lymphoma	C81	Male	1998	3788
Hodgkin lymphoma	C81	Male	1999	3984
Hodgkin lymphoma	C81	Male	2000	3874
Hodgkin lymphoma	C81	Male	2001	3891
Hodgkin lymphoma	C81	Male	2002	3779
Hodgkin lymphoma	C81	Male	2003	3883
Hodgkin lymphoma	C81	Male	2004	3736
Hodgkin lymphoma	C81	Male	2005	3427
Hodgkin lymphoma	C81	Male	2006	3679
Hodgkin lymphoma	C81	Male	2007	3616
Hodgkin lymphoma	C81	Male	2008	3635
Hodgkin lymphoma	C81	Male	2009	3720
Hodgkin lymphoma	C81	Male	2010	3548
Intestine	C17-21	Female	1950	38918
Intestine	C17-21	Female	1951	37510
Intestine	C17-21	Female	1952	45275
Intestine	C17-21	Female	1953	46576
Intestine	C17-21	Female	1954	48784
Intestine	C17-21	Female	1955	53000
Intestine	C17-21	Female	1956	53620
Intestine	C17-21	Female	1957	54915
Intestine	C17-21	Female	1958	56046
Intestine	C17-21	Female	1959	58087
Intestine	C17-21	Female	1960	59874
Intestine	C17-21	Female	1961	60193
Intestine	C17-21	Female	1962	61821
Intestine	C17-21	Female	1963	64111
Intestine	C17-21	Female	1964	65413
Intestine	C17-21	Female	1965	66444
Intestine	C17-21	Female	1966	69359
Intestine	C17-21	Female	1967	71228
Intestine	C17-21	Female	1968	74131
Intestine	C17-21	Female	1969	76061
Intestine	C17-21	Female	1970	76973
Intestine	C17-21	Female	1971	76696
Intestine	C17-21	Female	1972	79172
Intestine	C17-21	Female	1973	95240
Intestine	C17-21	Female	1974	97846
Intestine	C17-21	Female	1975	99762
Intestine	C17-21	Female	1976	102374
Intestine	C17-21	Female	1977	105230
Intestine	C17-21	Female	1978	108362
Intestine	C17-21	Female	1979	84152
Intestine	C17-21	Female	1980	101200
Intestine	C17-21	Female	1981	101879
Intestine	C17-21	Female	1982	102924
Intestine	C17-21	Female	1983	105442
Intestine	C17-21	Female	1984	107370
Intestine	C17-21	Female	1985	110070
Intestine	C17-21	Female	1986	112693
Intestine	C17-21	Female	1987	114312
